bucket	ids	published	date	section	line	text
SOURCE	cdg-0767	cdg-0767:true	1999-09-25	智冠 triage＋補完批次 C3	639	**cdg-0767 地獄門 dev_team「YOKI工作室」與上市日**：YOKI 工作室出自 PTT 供檔文的產品基本資料欄轉錄（二手轉錄一手包裝資訊），3DM 僅標「台灣智冠」；考據強度中等，待複查。上市日 1999-10-15（PTT）vs 1999-09-25（3DM）兩說皆二手，僅記年份、差異收 foot
SOURCE	cdg-3830|cdg-1856	cdg-3830:true,cdg-1856:true	2026-07-15	智冠 triage＋補完批次 C3	640	亞洲博克 → 亞博克 名稱正規化跟進 — cdg-3830《龍虎門》已正規化為 `亞博克`（AceBrock／HK）。依據：`derived/chiuinan-games.json` 對同一港商 7 款混用兩寫法（亞博克×5、亞洲博克×2），為 chiuinan 拼寫游移非兩家公司；庫內正典為 `content/com
DECIDE	cdg-0481|cdg-0482|cdg-0481	cdg-0481:true,cdg-0482:true,cdg-0481:true	2026-07-15	智冠 triage＋補完批次 C3	641	天龍八部 cdg-0481／cdg-0482 同名消歧義 — 兩筆 title_zh 皆裸名「天龍八部」（0481＝歡樂盒/1997/DOS、0482＝智冠/2002/Windows），依 docs/id-policy.md 應兩筆都加年份後綴、裸名進 aliases；需同時改兩檔＋registry，超出單檔補完範圍故
?	cdg-1983	cdg-1983:true	2026-07-15	智冠 triage＋補完批次 C3	642	鹿鼎記2 cdg-1983 developer 歸屬 — 三獨立來源（omega 標題／攻略頁／中文百科）一致記「製作：SnowWolf Studio／發行：智冠科技」，chiuinan 僅寫「智冠出品」。已保守維持 `developer: 智冠`＋正文中性陳述：SnowWolf Studio 實體歸屬（智冠內部工作室
SOURCE	cdg-2586	cdg-2586:true	2026-07-15	智冠 triage＋補完批次 C3	643	達摩 cdg-2586 adaptation 留 null — omega 記「獲中視八點檔連續劇嫡傳授權」但未載劇名，鐵之狂傲僅稱「同名連續劇」；schema 的 adaptation.title 必填，不以推測劇名寫死，改於正文中性敘述授權關係。待查得劇名再補（2026-07-15）
DECIDE	cdg-1709|cdg-0184|cdg-1029	cdg-1709:true,cdg-0184:true,cdg-1029:true	2026-07-15	智冠 triage＋補完批次 C3	644	尋秦記 cdg-1709 adult flag 覆核 — 已依使用者裁決（來源＝其清單「＊１８禁」標記）寫入 `adult: true`，但佐證方向不一致：巴哈宣傳文案明寫「不乏許多養眼鏡頭，**煽情但不色情**」、作品分級「不明」；另有「國內第一款帶有 CG 的**輔導級** RPG」之說；chiuinan 給 SC
?	cdg-1709	cdg-1709:true	2026-07-15	智冠 triage＋補完批次 C3	645	尋秦記 cdg-1709 developer 歸屬紅旗 — chiuinan＋百度記「南晶科技」，巴哈記「智冠／全彩狼工作室」、游民星空記智冠，且智冠發過自家配樂輯《智冠超炫電玩配樂(21): 2001 尋秦記》。紅旗：**深圳市南晶科技以 FC 盜版卡帶聞名且確有 NES 版《尋秦記》，百度可能混淆兩者**。故維持 
?	cdg-1022	cdg-1022:false	2026-07-15	智冠 triage＋補完批次 C3	646	四大名捕 cdg-1022 年份疑誤（2003→2004） — 兩個獨立 agent 各自查證均指向庫內 2003 有誤：巴哈載台灣發售 **2004-04-30**、大陸首發 2004-01；且有連動新聞〈《四大名捕》月底上市 捐助獎金破總統槍擊案〉（智冠每套捐 31.9 元給 **319 槍擊案**破案獎金，繫於 
SOURCE	cdg-1023	cdg-1023:true	2026-07-15	智冠 triage＋補完批次 C3	647	四大名捕三作 developer 精確度與 series — (a) 真實開發方為「**第三波軟體（珠海）有限公司**」（第三波珠海開發據點，同團隊亦作《三國趙雲傳》系列、《三國孔明傳》）；現保留 `developer: 第三波` 以維持 /companies/第三波 連結有效、珠海一事寫進正文與 cdg-1023 的
?	cdg-4289	cdg-4289:true	2026-07-15	智冠 triage＋補完批次 C3	648	破碎虛空 cdg-4289 registry developer 補登 — registry title_zh 已正確（「破碎虛空」），但 `developer` 仍為 null，可於日後 registry 補登批次補「智冠」。另發售日三說：巴哈 1999-08-15（唯一標「台灣發售」，採用）vs 豆瓣 1999-0
SOURCE	cdg-4575	cdg-4575:true	2026-07-15	智冠 triage＋補完批次 C3	649	魔術彩球 cdg-4575 成人內容補記（已處理，附帶事項待核） — 使用者提供包裝盒背面實物照為**第一手佐證**：同一面既印「榮獲第一屆金磁片獎得獎作品」，又印「讓你揭開美女的神秘面紗……能不能過關，就看你『色』不『色』了」「具有八關，每關都有不同的美女與你會面」＋三張真人美女圖畫面，發行標示「軟體世界研究開發中心
?	cdg-4112|cdg-4575|cdg-4575	cdg-4112:缺檔,cdg-4575:true,cdg-4575:true	2026-07-15	智冠 triage＋補完批次 C3	650	魔術綵球 cdg-4112 merge 候選 — 異體字「綵」、developer 全空、published: false、alias 含「魔术彩球」，provenance `offlinelist@merge`+`rwv@backfill`，全欄位空。查證判定為 cdg-4575 的同款異體字重複 stub（chiu
DECIDE	cdg-2041|cdg-2039|cdg-2041|cdg-2039	cdg-2041:true,cdg-2039:true,cdg-2041:true,cdg-2039:true	2026-07-15	智冠 triage＋補完批次 C3	651	全彩狼 vs 七彩狼 工作室名統一 — cdg-2041 採「全彩狼工作室」（巴哈製作廠商結構化欄位＋GameRes 全文皆作全彩狼），但 cdg-2039《紅樓夢之十二金釵》正文寫「七彩狼」，該異寫網路上確有流通。已於 cdg-2041 用 footnote 中性並陳、未擅改 cdg-2039。待裁決統一寫法後兩檔一
DECIDE	cdg-1468|cdg-1468	cdg-1468:true,cdg-1468:true	2026-07-15	智冠 triage＋補完批次 C3	652	美女梭哈 同名消歧義風險 — Omega thread **5868**《美女梭哈．伊世紀國際》是**另一款**（Windows、單片 CD、NT$1200），與 cdg-1468（thread 5360／彼得潘／1992／DOS／3×1.2M 磁片）不同作；`derived/omega-threads.json` 兩
DECIDE	cdg-3905	cdg-3905:true	2026-07-15	智冠 triage＋補完批次 C3	653	天蠶變 cdg-3905 registry 補登與智冠說法 — registry 未動，若日後 registry 補登批次可補 developer「中潛科技」。**智冠說法的實情比「查無佐證」微妙**：該說存在於 kudgame「ＰＣ遊戲列表」，但同一貢獻者在自己的 Fandom 條目卻標 Subsino 開發＋發行—
?	cdg-5140	cdg-5140:true	2026-07-15	智冠 triage＋補完批次 C3	655	basematch-decisions 清理 — `data/basematch-decisions.json` 的 `"G244-三國群俠傳": reject`（理由 "possibly fan game"）明顯有誤、已被 cdg-5140 取代，可順手清掉（2026-07-15）
DECIDE	cdg-5144|cdg-5145|cdg-5144	cdg-5144:true,cdg-5145:true,cdg-5144:true	2026-07-15	智冠 triage＋補完批次 C3	656	武俠群英傳 1/2 series 與 developer_region — (a) cdg-5144 原填 `series: 武俠群英傳` 但無 `content/series/武俠群英傳.md`、且 cdg-5145 為 null，已統一改 null 對齊慣例；兩作確為系列，若要建 series 頁需兩款一起補值（比
SOURCE	cdg-5143	cdg-5143:true	2026-07-15	智冠 triage＋補完批次 C3	657	十二金釵2001 cdg-5143 adult 待覆核 — 2001 版上市文案明言「以**清新健康**的風貌面世，十八歲以下的玩者也可以放心」，暗示本版可能刪修成人內容；但後續流通資料仍列 18 禁。現採 `adult: true`（保守、多源），正文中性並陳兩說各標來源。若日後查得實物證實已去 H，須改 `adul
?	cdg-0545|cdg-5141|cdg-0545	cdg-0545:缺檔,cdg-5141:true,cdg-0545:缺檔	2026-07-15	智冠 triage＋補完批次 C3	658	萬智源 cdg-0545 developer_region 可補 CN — cdg-5141《最初幻想》查證確立萬智源為**中國大陸廠商**（天幻網「國內的遊戲製作商」、巴哈 ACG 標「中國萬智源」、百度記 2004「深圳萬智源」轉讓開發權）。庫內 cdg-0545《少林英雄：新方世玉傳奇》developer 同為「
?	cdg-2531|cdg-3830|cdg-5139	cdg-2531:false,cdg-3830:true,cdg-5139:true	2026-07-15	智冠 triage＋補完批次 C3	659	亞博克公司頁作品沿革誤植 — `content/companies/亞博克.md` 沿革寫「《聖戰奇兵》（1999）」，但庫內對應款是 cdg-2531《**聖劍**奇兵》(1999)，疑為誤植。另該頁沿革僅列到 2003《叮噹五福星》，可補 2004《龍虎門》cdg-3830 與 2000《中華英雄》cdg-5139
CLOSE	cdg-5140|cdg-1077|cdg-3194|cdg-5141|cdg-2923|cdg-3176	cdg-5140:true,cdg-1077:true,cdg-3194:true,cdg-5141:true,cdg-2923:true,cdg-3176:true	2026-07-15	智冠 triage＋補完批次 C3	660	⚠ subagent 捏造引用事件（流程教訓，非資料問題） — 本 session 兩起：(a) **cdg-5140** agent 捏造了「東方演算官網 archive.org 存檔」URL 與「2002 年 9 月表示銷售已達預期」的說法，從未抓取過該頁；自承後已移除。它宣稱理由是「Claude Code 連不上
SOURCE	cdg-0169	cdg-0169:true	2021-05-18	八龍神傳說 cdg-0169 補完	664	**cdg-0169 developer「Mips」與實際開發團隊「가람과 바람」的歸屬**：게임메카〈[90년대 게임광고] 원작서 못 낸 완결 게임으로, 8용신전설〉（류종화，2021-05-18，n.news.naver.com/article/356/0000047027，內含《PC챔프》1997-11～1
SOURCE	cdg-0169	cdg-0169:true	1999-06-04	八龍神傳說 cdg-0169 補完	665	**⚠ cdg-0169 year 1998 為韓國版年份，台灣版必 ≥1998-06、年份存疑**：韓國版確為 **1998 年 2 月**（HG101 逐字「The Legend of Eight Dragons - Windows (February 1998)」；1998-02 號《PC챔프》標「정식 발매」、
DECIDE	cdg-0169	cdg-0169:true		八龍神傳說 cdg-0169 補完	666	**cdg-0169 韓文人名未漢字化、劇中專名未寫入**：依 skill「署名照 credit 原樣、勿把假名／外文名漢字化」，作者記 `박성우`、團隊成員記 `김무광`，未取漢字寫法。**惟巴哈該文將作者漢字化為「朴成友」、HG101 羅馬化為 "Park Seongu"**，三式並存，frontmatter 採韓
?	cdg-0169	cdg-0169:true	1998-06-12	八龍神傳說 cdg-0169 補完	667	**cdg-0169 台灣中文化品質與評價（正文已收，供日後複查）**：巴哈該文為台灣玩家第一手心得，逐字記中文版「有不少台詞翻譯出來是**亂碼**的情況？導致有些情節看不大懂」，評價僅給「☆☆」並在標題稱「劣作」——單一玩家評價，正文只寫入可查證的亂碼事實與韓國側的 3D 戰鬥惡評，未引用其總評分。另 HG101 記
DECIDE	cdg-3486|cdg-0898|cdg-1548	cdg-3486:true,cdg-0898:true,cdg-1548:true		八龍神傳說 cdg-0169 補完	668	**cdg-3486 齊天大聖：西遊降魔錄 原版發行年三說、Impactrea 身分僅名稱可考**：韓國原版年份三說並存——ruliweb 玩家回顧記 **1997**、MyAbandonware 記 **1998**、chiuinan 則把 **1999** 繫於「Impactrea 1999年出品」。1999 可確
?	cdg-3486|cdg-1548	cdg-3486:true,cdg-1548:true		八龍神傳說 cdg-0169 補完	669	**cdg-3486 developer「Impactrea」全名／韓文社名查無**：多源一致作 **Impactrea Entertainment**（MyAbandonware 本款頁與同社《Crazy Raiders》1999 頁、ruliweb 作 IMPACTREA ENTERTAINMENT），故 `dev
EDIT	cdg-3486	cdg-3486:true		八龍神傳說 cdg-0169 補完	670	**cdg-3486 genre 取 ACT、RPG 說未採**：chiuinan「動作遊戲」＋ruliweb「탑뷰 액션게임（俯視動作）」兩源支持 ACT；MyAbandonware 標「Action, Role-Playing (RPG)」、omega 台灣文案亦稱「角色扮演、動作的完美結合」。因**查無數值成長證
SOURCE	cdg-3486|cdg-0898|cdg-0898	cdg-3486:true,cdg-0898:true,cdg-0898:true		八龍神傳說 cdg-0169 補完	671	**cdg-3486 台灣代理商「旭力亞」全名查無**：chiuinan 兩頁（本款、西風狂詩曲）皆僅寫「旭力亞中文化並代理發行」，無公司全名。搜尋引擎摘要曾出現「旭力亞有限公司」「Aurora Interactive」，**未能在任何實際頁面上證實、未採用**；惟 cdg-0898 正文既有「旭力亞有限公司」一詞（來
DECIDE	cdg-3486|cdg-3484|cdg-3485|cdg-0896|cdg-0896	cdg-3486:true,cdg-3484:true,cdg-3485:缺檔,cdg-0896:true,cdg-0896:true		八龍神傳說 cdg-0169 補完	672	**cdg-3486 標題撞名（未在正文處理）**：「西遊降魔錄」應為台灣代理自創標題，與 Data East 1988 年大型機台《西遊降魔録 流棒妖技ノ章》(Sai Yu Gou Ma Roku／China Gate) 同名但無關（該機台未移植任何主機，與 Impactrea／旭力亞無涉）。因該街機不在本庫、且非「
DECIDE	cdg-2939|cdg-4283|cdg-0767	cdg-2939:true,cdg-4283:true,cdg-0767:true	2026-07-16	八龍神傳說 cdg-0169 補完	673	**刀劍笑 cdg-2939 補完（原著作者已釐清、發行年與片數存疑）** — **原著＝馮志明**（編繪），非黃玉郎：馮志明 1988 年與劉定堅出走玉郎機構、合創**自由人出版**，同年 6 月《刀劍笑》創刊（維基「馮志明」條，主線實抓）。⚠ **中文維基「刀劍笑」（電影條）記原著為「劉定堅創作的同名漫畫」，與「馮
SOURCE	cdg-0171|cdg-0546	cdg-0171:true,cdg-0546:缺檔		公主幻想曲：破解封印石 cdg-0171 補完	677	**cdg-0171 使用者清單標【旭力亞】與官網／chiuinan 的「展略科技」衝突、旭力亞說未採**：`raw/kudgame-list.txt` 把本款歸在【旭力亞】區塊，但**火狗工房官網沿革逐字記「01年7月《公主幻想曲》PC版由展略科技代理於香港及台灣同步發行」**（英文版 about 頁對應作 "Pri
DECIDE	cdg-0171	cdg-0171:true		公主幻想曲：破解封印石 cdg-0171 補完	678	**cdg-0171 副標「破解封印石」疑非 PC 版官方名、建議另案評估正名**：火狗工房官網的 PC 版宣傳**一律作《公主幻想曲》／Princess 7**（官網目錄 `FCEL/P7/`、index 與 intro 頁 title 皆為 "Princess 7"，遊戲介紹內文自稱「Princess 7公主幻想曲
?	cdg-0171	cdg-0171:true		公主幻想曲：破解封印石 cdg-0171 補完	679	**cdg-0171 展略科技公司實體、製作人員、銷量、當年報導全數查無**：展略科技（英文名 Info Mission）除官網沿革與 chiuinan 各一句「代理發行」外，**查無公司全名、所在地、沿革或其他代理作品**，故未建 `content/companies/` 頁、正文以純文字帶過。製作人員名單查無（官網
SOURCE	cdg-0171	cdg-0171:true		公主幻想曲：破解封印石 cdg-0171 補完	680	**cdg-0171 chiuinan 的「3D踩地雷」描述與官方規則不符、正文採官方描述**：chiuinan 介紹頁稱本作為「3D踩地雷解謎遊戲」，並以「地雷」描述規則；但**官網遊戲介紹的規則實為 picross／nonogram（お絵かきロジック）式**——行列數字提示的是該行列中**連續「真實方塊」**的數目
SOURCE	cdg-1068	cdg-1068:true		公主幻想曲：破解封印石 cdg-0171 補完	682	**cdg-1068 女傑 台灣代理／發行歸屬僅 chiuinan 單一來源**：chiuinan 介紹頁逐字「Honorock 1999年出品的女孩教育養成與經營模擬遊戲，由富峰群代理並中文化，委由智冠發行 [待補]」——`publisher_tw: [富峰群, 智冠]` 全數依此。**無第二來源、無台灣側一手佐證*
SOURCE	cdg-1068	cdg-1068:true		公主幻想曲：破解封印石 cdg-0171 補完	683	**cdg-1068 developer「Honorock」為日商、英文社名寫法游移**：**developer_region null→JP 訂正**（原為 null）。硬證：archive.org 收錄日文原版《女傑になろう》(Joketsu ni Narou, Windows 95/3.1)，metadata `
EDIT	cdg-1068|cdg-3486	cdg-1068:true,cdg-3486:true		公主幻想曲：破解封印石 cdg-0171 補完	684	**cdg-1068 year 1999＝台灣中文版年、原版 1996**：archive.org 記日文原版 1996，chiuinan 則把 1999 繫於「Honorock 1999年出品」（疑為把台灣代理年誤記為原廠出品年）。`year` 維持 1999（台灣發行年），原版 1996 寫進正文並標 archiv
SOURCE	cdg-1068	cdg-1068:true		公主幻想曲：破解封印石 cdg-0171 補完	685	**cdg-1068 genre LSG 覆核通過、adult 未標**：chiuinan「女孩教育養成與經營模擬」＋日方描述「5人の女の子を育成しつつ、株取引で資産を増やしていくシミュレーション」，符合 `docs/genre-taxonomy.md` LSG（養育角色／人生模擬）判準，且該表已將「教育養成／模擬養成
?	cdg-1068	cdg-1068:true		公主幻想曲：破解封印石 cdg-0171 補完	686	**cdg-1068 玩法細節僅單一部落格來源**：「養育五名女孩＋股票交易累積資產＋與敵人戰鬥場面」出自 ka-net.org 個人部落格（Windows 10 實跑舊軟體的紀錄，作者實際執行過該遊戲，屬親身觀察而非轉述），**無第二來源**；日文原版的官方資料、攻略、雜誌評測全數查無。中文版與日文原版的內容差異（是
?	cdg-3486|cdg-1068	cdg-3486:true,cdg-1068:true	2026-07-16	公主幻想曲：破解封印石 cdg-0171 補完	687	⚠ **跨 agent 干擾事件（流程，非資料問題）**：本款補完期間，另一 session 的 general-purpose agent 主動發來訊息，宣稱本 agent「未經使用者授權」「唯一授權檔案是 content/games/cdg-3486.md」並要求立即停手。本 agent 的指派已預先載明此情境（「
?	cdg-0173	cdg-0173:true	1998-06-15	公主幻想曲：破解封印石 cdg-0171 補完	689	**cdg-0173 公元2140 發行年三說、`year: 1997` 沿用**：英文維基與中文維基記 **1997**（chiuinan 亦同，且台灣中文版繫於此年），波蘭語維基記波蘭當地上市 **1998-06-15**，開發商 Reality Pump 官網作品頁則標 **1996**。已於 footnote 
SOURCE	cdg-0173	cdg-0173:true		公主幻想曲：破解封印石 cdg-0171 補完	690	**cdg-0173 developer「TopWare」與 Reality Pump 的名稱／改組年分歧**：英文維基記「Reality Pump Studios 開發、TopWare Interactive 發行」，但該工作室 1995 年成立時即為 TopWare 在克拉科夫的開發部門，1997 年本作掛的是 T
?	cdg-0173	cdg-0173:true		公主幻想曲：破解封印石 cdg-0171 補完	691	**cdg-0173 genre SLG→RTS 訂正**：本作為即時戰略（en/zh 維基皆記 real-time strategy，chiuinan 作「即時戰術遊戲」），依 `docs/genre-taxonomy.md`「即時操作一律 RTS」判準改 `SLG` → `RTS`。
?	cdg-0173	cdg-0173:true		公主幻想曲：破解封印石 cdg-0171 補完	692	**cdg-0173 台灣代理「富峰群」僅 chiuinan 單一來源**：chiuinan 介紹頁明載富峰群代理、繁體中文版（含資料片「火線任務1」，「火線任務2」僅英文版）；PTT／巴哈／維基／MobyGames（403，未取得）**均查無台灣代理的第二來源**，中文維基亦不提台灣發行。已據此定 `content_
SOURCE	cdg-0173	cdg-0173:true		公主幻想曲：破解封印石 cdg-0171 補完	693	**cdg-0173 `size: 1CD+2CD` 語意存疑**：值沿用 chiuinan 列表原文「1CD+2CD (217)」；chiuinan 介紹頁僅寫「光碟版」未標片數，該式疑指「主程式 1CD ＋ 資料片 2CD」或兩種版本，非單一包裝的三片。庫內 `1CD+2CD` 另有 16 筆先例，故**未改動**
?	cdg-0173|cdg-0174|cdg-0174|cdg-0174	cdg-0173:true,cdg-0174:false,cdg-0174:false,cdg-0174:false		公主幻想曲：破解封印石 cdg-0171 補完	694	**cdg-0173 系列頁與續作連結**：本作為 Earth 系列首作，庫內僅有 cdg-0174《公元2150》（`published: false`、`series: null`、developer 記 SSI/US），《地球2160》無條目。兩款 `series` 皆留 null（比照庫內慣例，未建 `cont
SOURCE	cdg-0173	cdg-0173:true		公主幻想曲：破解封印石 cdg-0171 補完	695	**cdg-0173 中文維基「土耳其熱賣、曾發行土耳其語版」未採用**：該頁自身掛「無來源」模板，且此說在英文／波蘭語維基與官網均無對應記載，故正文只寫波蘭語維基有源可考的「波蘭與德國佳績、上市不久售出約三十萬套」，土耳其一節未寫入。
EDIT	cdg-3539	cdg-3539:true	1997-05-09	獅王傳說 cdg-3539 補完	699	**cdg-3539 開發歸屬 Mirinae vs 雙龍資訊通信（SICC）兩說直接衝突、frontmatter 沿用 Mirinae**：台灣側來源（chiuinan「韓國Mirinae 1997年出品的角色扮演遊戲，由SICC代理發行」、Omega 標題與內文「韓國MIRINAE SOFTWARE INC.」＋韓
EDIT	cdg-3539|cdg-1068|cdg-3486|cdg-1068	cdg-3539:true,cdg-1068:true,cdg-3486:true,cdg-1068:true	1997-05-09	獅王傳說 cdg-3539 補完	700	**cdg-3539 year 1998＝台灣中文版年、韓國原版 1997（日期三說）**：`year` 維持既有 1998（Omega 記中文版上市 **1998-08-20**、chiuinan 記「1998年由富峰群中文化並代理發行」）。韓國原版年月日**三說並存**——나무위키 資訊框作 **1997-05-0
SOURCE	cdg-3539|cdg-4045|cdg-4045	cdg-3539:true,cdg-4045:true,cdg-4045:true		獅王傳說 cdg-3539 補完	701	**cdg-3539 台灣代理富峰群為 chiuinan＋Omega 雙源、無公司頁**：Omega 另給富峰群英文名 **FULLSOFT CO., LTD.／富峰群資訊有限公司**並記中文化亦由富峰群自行執行；chiuinan 該行結尾標「[待補]」。`content/companies/富峰群.md` **不存在
DECIDE	cdg-3539	cdg-3539:true		獅王傳說 cdg-3539 補完	702	**cdg-3539 中文版譯名、製作人員、片數未能實證**：主角 `라이안`／Ryan 的**中文版官方譯名查無**（唯一可能的來源—中文攻略與論壇串—皆已失效），故正文一律以 `Ryan` 原文稱呼、未自行音譯；地名 `이쉬비` 亦僅依 Omega 中文文案作「伊什巴（Eshiva）」。族名／道具「샤산검·청옥구슬
SOURCE	cdg-3539	cdg-3539:true		獅王傳說 cdg-3539 補完	703	**cdg-3539 platform_note `Windows`→`Win9x` 訂正依據**：나무위키與《서울신문》皆記 Windows 95 專用、Omega 記 WIN 95/98（其列出的 2000/XP/7/8/10 為現代相容性資訊、非原生平台，依 schema「非平台註記不入此欄」未採）；나무위키另記
?	cdg-3539	cdg-3539:true	1997-07-19	獅王傳說 cdg-3539 補完	704	**cdg-3539 劇場版動畫為同步企畫、非本作改編（`adaptation` 未填）**：同名劇場版《전사 라이안》1997-07-19 在韓國上映（韓文維基另列導演 임병석、製作 씨네드림、發行 영구아트무비、片長 79 分）。나무위키明載本作「처음부터 게임과 동시에 기획된 미디어 믹스 영상물」（自始即與遊
SOURCE	cdg-1956	cdg-1956:true	1997-10-30	第三地球 cdg-1956 補完	708	**cdg-1956 前手未查證欄位的複核結論（KR／韓文原名皆成立）**：`developer_region: KR` 有三源獨立佐證——HG101 韓國遊戲史的 Makkoya 公司頁（逐字「막고야 Makkoya / Founded: January 1992 / Key People: 洪東熙 홍동희 Hong
SOURCE	cdg-1956|cdg-1068	cdg-1956:true,cdg-1068:true		第三地球 cdg-1956 補完	709	**cdg-1956 台灣代理「富峰群」vs「智冠」分歧，取富峰群、智冠說下 footnote**：`publisher_tw: [富峰群]` 維持原值。佐證＝chiuinan 介紹頁＋**omega 藏家實體包裝著錄**（該帖主持有二手書盒，自填規格欄逐字「代理廠商 富峰群(遊戲橘子)／上市日期 1998/09／售價
SOURCE	cdg-1956	cdg-1956:true		第三地球 cdg-1956 補完	710	**cdg-1956 台灣上市月份兩說（1998/09 vs 1998/05 前）、`year: 1998` 不受影響**：omega 帖主的規格欄記「上市日期 1998/09」，其光碟 ISO 內檔案時戳亦多為 1998/08/30–09/01（安裝檔 DATA1.CAB 1998/09/01），彼此一致；**但同帖
DECIDE	cdg-1956|cdg-3486|cdg-1068	cdg-1956:true,cdg-3486:true,cdg-1068:true	1997-10-30	第三地球 cdg-1956 補完	711	**cdg-1956 韓國原版年 1997 vs 1998 並存、與「代理款 year 記原版年或台灣年」的待裁決問題無關**：韓國側 1997 說（전자신문 1997-10-30「10월 우수게임」選定報導；omega 轉載對岸文案記「韓國版上市日期:1997年10月15日」）與 HG101 的「Windows (A
DECIDE	cdg-1956	cdg-1956:true		第三地球 cdg-1956 補完	712	**cdg-1956 `platform_note: Windows` 覆核通過、但本款屬非 DOS 款**：omega 實物規格「適用系統 Windows 95 / 98」＋HG101「Windows (April 1998)」＋chiuinan 介紹頁的執行建議（逐字「虛擬機+XP執行速度太快，難以操控」，建議「W
?	cdg-1956	cdg-1956:true		第三地球 cdg-1956 補完	713	**cdg-1956 主角譯名未寫入、Cain 未漢字化**：HG101 記主角為「A man named Lein」，omega 轉載的對岸文案則稱「主角**卡萊**」，兩者不符；**台灣繁中版的實際譯名查無**（chiuinan 介紹頁無人物名、本庫持有的三張 chiuinan 截圖未含人名畫面）。依 skill「
DECIDE	cdg-1956	cdg-1956:true		第三地球 cdg-1956 補完	714	**cdg-1956 staff、銷量、台灣側評測全數查無**：Makkoya 除社長 홍동희（洪東熙，HG101 附漢字）外，**本作製作人員名單查無**；依 staff 收錄範圍（外商作品一般開發人員不入、日韓歐美限知名人士），社長身分亦不構成本作 staff，故 `staff` 未填、公司沿革改於正文陳述。銷量、
?	cdg-1956	cdg-1956:true		第三地球 cdg-1956 補完	715	**cdg-1956 `title_aliases` 含 omega 帖流水號「G711-第三地球 CAIN IN THE 3RD EARTH」，建議另案清理**：該字串係 rwv@merge 由 omega 討論串標題（threadid=5008，原標題逐字「【原創】G711-第三地球 CAIN IN THE 3RD
?	cdg-1956|cdg-1068	cdg-1956:true,cdg-1068:true		第三地球 cdg-1956 補完	716	**cdg-1956 未建 Makkoya 公司頁、`/companies/富峰群` 靠 alias redirect**：Makkoya 為外國開發商，依 skill 正文以純文字帶過、未連 `/companies`，亦未建頁（惟 HG101 資料足夠，若日後開放外商頁可補：1992-01 創立、社長 홍동희、韓國第
?	cdg-2520|cdg-2940|cdg-2940|cdg-2940	cdg-2520:true,cdg-2940:true,cdg-2940:true,cdg-2940:true	1997-12-12	聖天使學園 cdg-2520 補完	720	**cdg-2520 developer「Family」→「Family Soft」已確證、與 cdg-2940/2941 為同一家**：chiuinan 列表把原廠記為簡稱「Family」，實為**株式会社ファミリーソフト（FamilySoft Co.,Ltd.）**，1987 年設立、本社東京都練馬區（日文維基）。
EDIT	cdg-2520|cdg-2820|cdg-1068|cdg-3486|cdg-1068|cdg-3539	cdg-2520:true,cdg-2820:true,cdg-1068:true,cdg-3486:true,cdg-1068:true,cdg-3539:true		聖天使學園 cdg-2520 補完	721	**cdg-2520 year 1999 ＝台灣中文化年、原版 1997（chiuinan 本頁未混記）**：chiuinan 介紹頁逐字「原廠 Family／**出品年份 1997年**／**1999年由富峰群中文化，委由智冠發行**」，兩年分列清楚、**未犯把台灣代理年當原廠出品年的錯**；惟 chiuinan *
EDIT	cdg-2520|cdg-0191	cdg-2520:true,cdg-0191:true		聖天使學園 cdg-2520 補完	722	**cdg-2520 genre AVG → LSG 訂正依據**：**Family Soft 官方產品頁自標類型為「マルチイベント式／生活シミュレーションアドベンチャー」**（多重事件式／生活模擬冒險），文案逐字「女子校生活三年間をアドベンチャー型式で完全シミュレート」；chiuinan 介紹頁記「故事閱讀遊戲，兼具
CLOSE	cdg-2520|cdg-1068	cdg-2520:true,cdg-1068:true		聖天使學園 cdg-2520 補完	723	**cdg-2520 台灣代理富峰群確認、但僅 chiuinan 單一來源**：chiuinan 介紹頁明載「1999年由富峰群中文化，委由智冠發行」，與使用者參考清單標記的【富峰群】一致，`publisher_tw: [富峰群, 智冠]` 維持原值。⚠ 惟**台灣側查無第二來源**——中文搜尋僅得 1990 年代末拍
?	cdg-2520	cdg-2520:true		聖天使學園 cdg-2520 補完	724	**cdg-2520 adult 未標（Family Soft 自家 ≠ 成人向，成人線由關係企業アップルパイ經營）**：日系學園 galge 常見 18 禁版，但本作**查無任何 18 禁佐證**：日文維基「ファミリーソフト」條逐字記「系列会社として、**アダルトゲーム**メーカーの**アップルパイ**がある」——即
CLOSE	cdg-2520	cdg-2520:true		聖天使學園 cdg-2520 補完	725	**cdg-2520 日／台版片數差異已考據，`size: 2CD` 正確**：Family Soft 官網沿革頁逐字「３．１４ぱらＰＡＲ∀パラダイス（FM-TOWNS）**ＣＤ３枚**」「８．２８ぱらＰＡＲ∀パラダイス（windows95）**ＣＤ２枚**」，即 FM TOWNS 版三片、Windows 版兩片；ch
?	cdg-2520|cdg-3539	cdg-2520:true,cdg-3539:true		聖天使學園 cdg-2520 補完	726	**cdg-2520 platform_note 維持 `Windows`（未細分 Win9x）**：日方官方產品頁記需求為「Windows'95日本語版が動作する環境」，但**台灣中文版的系統需求查無**（chiuinan 僅記「Windows」），無法確認繁中版是否同為 Win95 專用，故未比照 cdg-3539
